date,price_1,price_2,price_3
2010-02-01,99.129926694857,100.36316601469886,100.28779254474148
2010-02-02,99.48045961847521,100.27609835809305,100.65438342420677
2010-02-03,99.60999856194802,99.54510280481341,100.7530009307584
2010-02-04,100.16350964476162,99.07486118813135,101.27841862981757
2010-02-05,99.28318103221515,98.94508087146015,100.90037559483255
2010-02-06,99.23585237465471,98.38033408624523,100.65081856463743
2010-02-07,97.86482073582144,98.34236872179629,100.495691960936
2010-02-08,97.72381222517859,98.0952125164722,99.83482176643707
2010-02-09,97.56589222255148,98.42970559570044,99.55237320265222
2010-02-10,97.92477269309782,98.57243511629837,99.3376613351502
2010-02-11,97.77357967546726,98.35670633702185,99.19688317125434
2010-02-12,97.18149299799269,99.39167329633749,98.5673996628246
2010-02-13,96.88463268549637,99.81225154207961,98.32477146001928
2010-02-14,96.96806926173677,99.98144326157724,98.04349966219208
2010-02-15,96.30048779359886,99.83185079717695,96.99055468228231
2010-02-16,96.7444332314582,99.30265808483792,97.19284585156313
2010-02-17,96.44041750789144,98.67531928942249,97.33933324597048
2010-02-18,96.23647910574086,99.36616625743756,97.79153055813799
2010-02-19,96.61348136398851,98.36737765312891,97.92047576799341
2010-02-20,96.27066820552228,96.95940781245173,97.46116363471431
2010-02-21,95.71104178369255,97.52502108121205,97.47675626673728
2010-02-22,95.6805725317382,97.45868319981814,97.8594917422184
2010-02-23,95.6996722574922,97.40347320257071,98.80492799197478
2010-02-24,95.70437988019751,98.18839537675116,98.62953765808159
2010-02-25,95.51293582751845,98.47459215819092,98.61251175341545
2010-02-26,96.16118349322376,98.32143282541747,97.96443248486351
2010-02-27,96.00356815638322,97.88354560160252,98.65516855246945
2010-02-28,96.12873115133408,97.78262443241141,98.21198383865351
2010-03-01,96.58758770393942,98.3593671734794,98.819261491794
2010-03-02,96.38944543873244,98.76350762776234,98.57721096077991
2010-03-03,96.21668548577105,97.83863976072935,98.81939832673952
2010-03-04,95.88274369743046,97.77689543424721,99.32266731758587
2010-03-05,95.6572724791184,98.01749558385359,99.76306873389264
2010-03-06,94.83452892871516,97.55860475948316,99.99655306750928
2010-03-07,94.46200680241907,97.66436386540468,100.28379428100901
2010-03-08,93.81583743541825,97.41262247865666,99.9084902277964
2010-03-09,93.05971671048314,96.5761414941669,99.29068841296031
2010-03-10,93.79467407721422,97.086488313966,99.22512769259022
2010-03-11,93.7043565221289,97.16251851443745,99.74554985826158
2010-03-12,93.8112603988234,97.6864092126347,99.44149788476143
2010-03-13,94.05248229500569,97.57352259113968,98.58259178421793
2010-03-14,94.27839963024664,97.20707811764916,98.83399299839516
2010-03-15,94.0838456439134,96.8110698781548,99.3917521372712
2010-03-16,94.48198594422928,96.61387677489219,99.49780029696969
2010-03-17,94.06037552785892,96.66311712453381,99.06598391681351
2010-03-18,94.37347501092,96.47739512106142,98.9494724021944
2010-03-19,93.9498862381707,96.0991273692488,99.6896019743018
2010-03-20,92.9408603765834,96.8509182397102,98.79292790044396
2010-03-21,93.44041423170368,97.32205041295084,98.22646704879831
2010-03-22,93.0425317191518,96.61127716748774,98.39146683438845
2010-03-23,93.27093777237971,96.98231843336798,98.44645562998528
2010-03-24,93.62571185944277,97.00183368485442,97.8187020773047
2010-03-25,93.43938962384388,96.981728739494,98.56110313539371
2010-03-26,94.10696233558576,96.07626854916414,98.6022627750826
2010-03-27,93.70760373708548,96.51643727718469,98.56481639560482
2010-03-28,93.82495730630647,96.1419706778006,99.47933474635063
2010-03-29,93.56694110329458,96.08693077050428,99.34462787488735
2010-03-30,94.03023608751644,95.9412066574257,100.16888548349785
2010-03-31,94.13913570689724,96.35791146481371,100.90982385451919
2010-04-01,94.1923943140554,96.3746750120314,100.56125605060038
2010-04-02,93.5599856533567,96.58316310930776,100.35957736054577
2010-04-03,93.6121496083669,96.82936182521222,100.64648865251577
2010-04-04,94.71590934607276,96.63616691542744,100.17080267722254
2010-04-05,94.82621194147792,96.69463086907608,100.61180816226921
2010-04-06,94.31911313717572,97.65406716007023,100.36415801423028
2010-04-07,93.51939004568743,97.70109942124785,100.84549140711935
2010-04-08,93.42495204075058,97.0102690746003,101.41748947875068
2010-04-09,93.23528987700195,96.30686093086749,101.57040241767349
2010-04-10,93.2332797001195,96.43751899787505,100.78328402588316
2010-04-11,93.27317743054043,97.26580825385338,100.43722991398556
2010-04-12,93.14925805452762,97.01611002255513,99.88743422361792
2010-04-13,93.0101987483102,96.75820662510657,100.22161365708016
2010-04-14,92.2115549807862,96.94179712026035,100.9320492846706
2010-04-15,91.7793644158046,96.90710054002658,100.43100131074324
2010-04-16,92.0900650432387,97.04301804566592,99.7967662321777
2010-04-17,92.13251568106422,97.3743799754574,99.62992666643696
2010-04-18,92.09347194110615,96.98106489469328,99.90560428944323
2010-04-19,92.31659806679414,97.38700379939928,100.07498792210968
2010-04-20,93.20206472793541,97.86201671980676,100.40535071851869
2010-04-21,92.95362122809178,98.63222870082949,101.094355569194
2010-04-22,93.27246815714012,98.31686898314324,101.69114565732336
2010-04-23,92.2879654498176,98.42989599910818,102.25671154328847
2010-04-24,92.85844966598823,98.57329000639696,102.35267190938544
2010-04-25,92.78534680495449,98.37241903116845,102.49555975493132
2010-04-26,92.90096917650006,97.23015045737199,102.62302859586289
2010-04-27,92.47398956667476,98.54171636535169,102.27866966362691
2010-04-28,92.65581128466287,98.49629747590777,102.3202111567588
2010-04-29,92.668161667028,98.42403684009335,102.37149425296694
2010-04-30,91.9982496505052,98.61916456657123,103.30572113508778
2010-05-01,91.83556858505159,98.46620102434537,103.65450669686709
2010-05-02,92.40632764447793,98.16550269211271,103.87434556203777
2010-05-03,92.69040912861031,98.6641938039547,104.74067555744455
2010-05-04,92.70540031690905,98.89823512658306,104.69145144444569
2010-05-05,92.94897510340358,99.46095148580451,105.04669976687592
2010-05-06,93.46256275255108,99.46486436842363,104.8453693187298
2010-05-07,94.32287546381107,100.26441720423232,106.51362046678669
2010-05-08,93.93140517612812,100.61173999006631,106.78439652226929
2010-05-09,93.78257585535505,100.5042817431781,106.50314076122473
2010-05-10,94.401764945573,100.64866194695507,106.22197463989636
2010-05-11,93.79555514431308,101.35813701010055,105.91188099436282
2010-05-12,93.40168556069759,102.46128696108191,104.29502036395208
2010-05-13,93.09750843452605,101.73606437364424,103.79779998351714
2010-05-14,93.1351719107431,102.51383860081738,104.05179821706687
2010-05-15,92.85934717311649,103.76712800543531,103.71286661377962
2010-05-16,93.09104247730978,103.36229384641553,104.1392376603104
2010-05-17,93.24603773210829,103.94074836585692,104.13095585340216
2010-05-18,93.29349224842356,104.38112884013823,103.26576389739765
2010-05-19,94.00520429819919,105.10077072872177,103.9204260862975
2010-05-20,94.43257365760073,104.10173704591648,104.48346788792686
2010-05-21,95.14692213847158,103.48753080088512,104.64104877400484
2010-05-22,94.89320706860168,104.30769540282708,104.40474188816236
2010-05-23,94.32092342089382,104.15911766312249,104.22537156501413
2010-05-24,94.40737352434212,104.81643548698895,104.24629018534142
2010-05-25,95.08183516882308,104.50670849056208,104.0344811925332
2010-05-26,95.7149665467856,104.74362164537551,104.22277420973755
2010-05-27,96.01937848313331,103.72931936910005,103.94186333135636
2010-05-28,95.11827848978149,103.6254515605981,103.36019895870639
2010-05-29,95.78787989353435,103.00955748478701,103.16612033642343
2010-05-30,95.78443581077282,103.30152470742676,102.81125257704453
2010-05-31,95.89204549955618,103.91520394904694,101.57127005369007
2010-06-01,95.69752617410307,104.64192842326507,102.12543879755822
2010-06-02,95.16512937958423,104.76862671310579,101.31356774642336
2010-06-03,94.53130069713664,104.27494902001486,101.05700102245324
2010-06-04,94.16111487873468,104.97478327738241,100.92279445182777
2010-06-05,93.91479897671222,105.22087496822864,101.5772812129058
2010-06-06,93.59826736475289,104.70478634028305,101.69993286354669
2010-06-07,94.09777062139878,104.70272733292536,101.63957781555577
2010-06-08,93.52970816176182,105.31220469587808,100.9191155792025
2010-06-09,93.24922803383787,105.53679559426506,100.71025374757531
2010-06-10,94.50962852053485,105.36639337673054,100.59179418501571
2010-06-11,94.02147520591471,104.56901078102176,101.41013180000164
2010-06-12,93.46618239775586,104.35692578985993,102.18311135091277
2010-06-13,92.8512985967927,104.23661863489859,102.17650266287869
2010-06-14,92.43671966685137,103.57705831220186,101.81215308498733
2010-06-15,92.40950291622609,103.85728822272308,101.36048255425524
2010-06-16,91.85184670101648,104.59259759087615,101.00109521053456
2010-06-17,91.50517728541891,104.40620833805009,100.70757657169152
2010-06-18,91.39664842991243,104.88839339591505,101.50103096729957
2010-06-19,90.63652172628193,104.98304956731127,101.71676964558772
2010-06-20,90.86080500925007,105.58716836608265,101.74512423628227
2010-06-21,90.03479862605599,105.3147567064623,101.87983654279604
2010-06-22,89.26361097276111,105.38818416482701,101.93146885195992
2010-06-23,89.1981702275733,105.30457848647907,102.23723630086205
2010-06-24,89.38284187714271,105.43868121981741,102.08001576546137
2010-06-25,89.12278848097749,104.6752967908616,101.81370131537257
2010-06-26,89.22513051138155,104.57918089032135,101.96106315626095
2010-06-27,89.04221989264343,104.12146951572844,102.77780548469528
2010-06-28,88.71669051936651,103.84110106374152,102.7436177953343
2010-06-29,88.49483463233227,105.02374705073808,103.30287589233349
2010-06-30,88.58606423819714,105.32777209480251,104.09178989624614
2010-07-01,88.95537311882927,105.5695738964458,103.58898474062973
2010-07-02,88.75521274459338,105.04207128648017,104.39459722075287
2010-07-03,89.08927693893067,104.94459306619007,104.12332639815192
2010-07-04,88.70669523738096,104.76683384651358,104.62967734436863
2010-07-05,88.86657404712497,104.83912260459151,103.96205200311115
2010-07-06,88.47754579011593,103.8123823755316,103.58338016799328
2010-07-07,87.91253273238378,103.67814861500268,104.21388832584655
2010-07-08,88.09648857248912,103.6151982048,104.15612014347242
2010-07-09,87.61660626183573,103.91392044750908,103.83904748128256
2010-07-10,87.36781582191234,104.34212871795052,103.51249288330249
2010-07-11,88.01977411744957,103.56174102768708,104.31417831797978
2010-07-12,87.99399740633218,103.72577043212088,104.89552746255535
2010-07-13,87.77293418846527,103.16294616696302,104.96906383367012
2010-07-14,87.15710405260381,102.870744907449,104.76470762621209
2010-07-15,87.8382645407277,102.15438067047815,104.21745081056999
2010-07-16,88.35697897417342,101.9761223362664,104.69887291379257
2010-07-17,88.33977430277346,102.89466875971037,105.57631148319115
2010-07-18,88.8327535063368,103.06245967604748,105.43315270911388
2010-07-19,88.64153980439787,103.95690092943082,105.10940553771076
2010-07-20,88.85725295538009,104.38382107202705,105.28427506441136
2010-07-21,88.82216607538977,103.71499471106694,105.11969162611123
2010-07-22,89.19258137412277,103.19380324070258,105.342812220813
2010-07-23,88.8274612133737,103.75797080126264,104.5349684054644
2010-07-24,88.65436202096608,104.06016836679414,104.79482222124237
2010-07-25,88.87766325698392,104.73675667017157,104.70678210265186
2010-07-26,89.43174514099941,105.71505381676235,104.29853381015829
2010-07-27,90.049216609963,105.25865856591305,104.61720505687487
2010-07-28,90.0006714364702,105.174377812017,104.00522493406888
2010-07-29,90.25062377180916,104.59967246469206,104.26693657910536
2010-07-30,90.95181161505718,104.68738039639629,104.67301648483989
2010-07-31,90.76842376495908,105.93248163079274,104.73876800772852
2010-08-01,90.84763043906895,106.77300045613764,105.03524607196844
2010-08-02,91.68371869433787,107.07983900807152,105.140433363859
2010-08-03,91.26195674347565,106.33869177032732,104.92471851465677
2010-08-04,91.74427546766694,105.8753133430814,104.85614934226149
2010-08-05,91.40645368059765,105.45468235515148,105.24003197073162
2010-08-06,92.64309662185929,105.53601785262786,104.98027998907295
2010-08-07,92.28799280431286,106.05372620294584,104.0748055546903
2010-08-08,91.7849144987784,106.10639546733435,104.96728073625273
2010-08-09,92.27723595911965,106.63727009674291,106.2387177398567
2010-08-10,93.65852518589097,104.99776233444528,105.82620020912859
2010-08-11,93.35625663648321,104.68993666051304,105.61075860413335
2010-08-12,93.5878003574582,103.82567536483865,103.90095253414353
2010-08-13,93.62173464358617,104.08225311904856,103.15237230632448
2010-08-14,94.1456210638666,103.79184189142909,103.44825340646288
2010-08-15,93.5365757206816,103.92283675903502,104.52263508882757
2010-08-16,92.94091579921214,103.70773412830215,104.7443891654646
2010-08-17,92.64694492887863,103.96686639203173,105.07617154480124
2010-08-18,92.67577471404135,103.73279230345864,105.926301797071
2010-08-19,93.14557537049158,103.16674472644434,106.57791413939528
2010-08-20,93.82672051032812,102.87143003818336,105.60753912040659
2010-08-21,94.03258388577099,102.57316962061036,104.92633042187776
2010-08-22,94.10920314859315,102.90068654145395,105.28261855477732
2010-08-23,94.25608830616414,104.02936313371912,105.56609644089315
2010-08-24,94.16257949826463,105.39150618181247,105.99984766857978
2010-08-25,93.45149911383005,105.36506688431427,105.63005922721678
2010-08-26,92.98144345345888,105.68247795062584,103.44741961565019
2010-08-27,92.40281652980316,106.57328205271429,102.8677491982764
