,0
2010-02-01,99.12992669485699
2010-02-02,99.4804596184752
2010-02-03,99.60999856194802
2010-02-04,100.16350964476162
2010-02-05,99.28318103221517
2010-02-06,99.23585237465473
2010-02-07,97.86482073582145
2010-02-08,97.72381222517859
2010-02-09,97.56589222255147
2010-02-10,97.92477269309782
2010-02-11,97.77357967546726
2010-02-12,97.18149299799268
2010-02-13,96.88463268549637
2010-02-14,96.96806926173677
2010-02-15,96.30048779359886
2010-02-16,96.74443323145819
2010-02-17,96.44041750789145
2010-02-18,96.23647910574084
2010-02-19,96.61348136398853
2010-02-20,96.27066820552228
2010-02-21,95.71104178369254
2010-02-22,95.68057253173819
2010-02-23,95.6996722574922
2010-02-24,95.7043798801975
2010-02-25,95.51293582751845
2010-02-26,96.16118349322376
2010-02-27,96.00356815638324
2010-02-28,96.12873115133408
2010-03-01,96.58758770393942
2010-03-02,96.38944543873245
2010-03-03,96.21668548577105
2010-03-04,95.88274369743046
2010-03-05,95.6572724791184
2010-03-06,94.83452892871516
2010-03-07,94.46200680241907
2010-03-08,93.81583743541825
2010-03-09,93.05971671048316
2010-03-10,93.79467407721422
2010-03-11,93.7043565221289
2010-03-12,93.8112603988234
2010-03-13,94.05248229500567
2010-03-14,94.27839963024664
2010-03-15,94.08384564391339
2010-03-16,94.48198594422928
2010-03-17,94.06037552785891
2010-03-18,94.37347501092002
2010-03-19,93.9498862381707
2010-03-20,92.9408603765834
2010-03-21,93.44041423170368
2010-03-22,93.04253171915181
2010-03-23,93.2709377723797
2010-03-24,93.62571185944275
2010-03-25,93.43938962384388
2010-03-26,94.10696233558575
2010-03-27,93.70760373708548
2010-03-28,93.82495730630649
2010-03-29,93.56694110329458
2010-03-30,94.03023608751644
2010-03-31,94.13913570689724
2010-04-01,94.19239431405539
2010-04-02,93.5599856533567
2010-04-03,93.6121496083669
2010-04-04,94.71590934607276
2010-04-05,94.82621194147792
2010-04-06,94.3191131371757
2010-04-07,93.51939004568742
2010-04-08,93.42495204075058
2010-04-09,93.23528987700195
2010-04-10,93.2332797001195
2010-04-11,93.27317743054044
2010-04-12,93.14925805452762
2010-04-13,93.0101987483102
2010-04-14,92.2115549807862
2010-04-15,91.7793644158046
2010-04-16,92.0900650432387
2010-04-17,92.13251568106422
2010-04-18,92.09347194110616
2010-04-19,92.31659806679416
2010-04-20,93.2020647279354
2010-04-21,92.95362122809178
2010-04-22,93.27246815714011
2010-04-23,92.28796544981759
2010-04-24,92.85844966598825
2010-04-25,92.78534680495447
2010-04-26,92.90096917650004
2010-04-27,92.47398956667476
2010-04-28,92.65581128466289
2010-04-29,92.668161667028
2010-04-30,91.9982496505052
2010-05-01,91.83556858505159
2010-05-02,92.40632764447791
2010-05-03,92.69040912861031
2010-05-04,92.70540031690905
2010-05-05,92.9489751034036
2010-05-06,93.46256275255108
2010-05-07,94.32287546381109
2010-05-08,93.93140517612811
2010-05-09,93.78257585535505
2010-05-10,94.401764945573
2010-05-11,93.79555514431308
2010-05-12,93.4016855606976
2010-05-13,93.09750843452605
2010-05-14,93.1351719107431
2010-05-15,92.85934717311648
2010-05-16,93.09104247730978
2010-05-17,93.2460377321083
2010-05-18,93.29349224842356
2010-05-19,94.00520429819919
2010-05-20,94.43257365760074
2010-05-21,95.14692213847158
2010-05-22,94.89320706860167
2010-05-23,94.32092342089382
2010-05-24,94.40737352434212
2010-05-25,95.08183516882308
2010-05-26,95.71496654678559
2010-05-27,96.01937848313331
2010-05-28,95.1182784897815
2010-05-29,95.78787989353435
2010-05-30,95.78443581077282
2010-05-31,95.89204549955618
2010-06-01,95.69752617410309
2010-06-02,95.16512937958423
2010-06-03,94.53130069713664
2010-06-04,94.16111487873467
2010-06-05,93.91479897671225
2010-06-06,93.59826736475287
2010-06-07,94.09777062139878
2010-06-08,93.52970816176182
