date,price1,price2,price3
2010-02-01,265.514771,280.4167176591605,299.63442039218995
2010-02-02,264.568329,285.86685828754236,293.79804761271765
2010-02-03,269.400208,279.49069860943655,297.201111705188
2010-02-04,262.406433,282.3542253837993,299.4425780430691
2010-02-05,264.653015,284.0564133959056,302.07658003161566
2010-02-08,265.738953,286.15140545829934,302.2387981089829
2010-02-09,267.218414,285.7748914117428,304.3626377473386
2010-02-10,266.22711200000003,287.3602861261647,303.8801354539744
2010-02-11,267.198486,286.33963550160775,309.1050987724151
2010-02-12,265.564606,291.02675646917396,308.71498528352754
2010-02-16,269.639313,290.0991159919699,312.3585346066275
2010-02-17,268.100098,293.20546306604956,312.27982340058554
2010-02-18,270.595734,292.5898837213572,314.44146536493093
2010-02-19,269.370331,294.2150010226672,311.7350282409551
2010-02-22,270.386536,290.9723920705247,311.0845818128121
2010-02-23,266.53595,289.7861360021823,309.7154649086193
2010-02-24,264.74267599999996,287.88158099253803,311.0398764015547
2010-02-25,262.232086,288.67093525506937,315.11253221095404
2010-02-26,262.41641200000004,292.2089240427673,320.4191153034055
2010-03-01,265.350403,296.9812396490686,323.6768796938427
2010-03-02,269.519775,299.70514540878577,329.42879044663647
2010-03-03,271.641815,304.92361569903636,335.35346567668415
2010-03-04,276.259521,310.31527794016984,335.6227775504977
2010-03-05,281.051544,310.05201359669337,335.6114792872893
2010-03-08,280.189789,309.5085851781951,344.8389171600558
2010-03-09,279.049042,318.2043482402668,348.3012734966605
2010-03-10,287.148682,321.13549438542344,348.6286746809133
2010-03-11,289.48492400000003,320.9321592640217,341.6018801536493
2010-03-12,288.687927,313.3751115751769,343.72897341380406
2010-03-15,280.538483,314.97244406767675,345.02735001948804
2010-03-16,281.544708,315.74156154089445,346.5629845890585
2010-03-17,281.72402999999997,316.74844784569933,344.4902658021889
2010-03-18,282.142456,314.1475008853652,344.35835440093626
2010-03-19,278.954407,313.487890616477,341.23570019080665
2010-03-22,277.709076,309.8380760498352,346.4946470418178
2010-03-23,273.474945,314.57041025135817,350.36678988956
2010-03-24,277.62439,317.9164973429823,351.3776107362538
2010-03-25,280.38903799999997,318.40182850356007,352.36142765180637
2010-03-26,280.294403,318.86073096975554,355.58474977486424
2010-03-29,280.17483500000003,321.5597230369377,356.88815131386485
2010-03-30,282.296875,322.3393880600723,358.8219855480844
2010-03-31,282.501129,323.75008845460974,361.01762982868377
2010-04-01,283.337982,325.4232106973722,360.72041257975184
2010-04-05,284.438843,324.60409232743723,359.47943729934616
2010-04-06,283.049072,322.84184594701964,362.5350585605305
2010-04-07,280.717804,325.3768352223504,362.9881050124104
2010-04-08,282.685425,325.30989788455327,367.31428538116546
2010-04-09,282.052795,329.1167517305188,375.3889954710791
2010-04-12,285.295654,336.6728016237759,377.5783531655655
2010-04-13,292.289429,338.3441744953607,381.79266642819357
2010-04-14,293.400269,342.0411873446826,360.37553430370787
2010-04-15,296.53851299999997,320.10744824038784,361.4217109190472
2010-04-16,274.047791,320.6377203212203,364.9510344843596
2010-04-19,274.02288799999997,323.6518507968796,365.6483792940146
2010-04-20,276.483673,323.8347229488763,363.10526772761256
2010-04-21,276.115051,320.7778681313842,363.13487225099067
2010-04-22,272.508575,320.2944677720903,357.5428544172262
2010-04-23,271.477448,314.1901923730411,357.3130418676359
2010-04-26,264.827362,313.44887851148655,358.4304513327734
2010-04-27,263.542175,314.055551840721,360.8800966334223
2010-04-28,263.60693399999997,315.9952350909209,358.7889646815863
2010-04-29,265.006683,313.3949240699796,362.27411948147653
2010-04-30,261.868439,316.3716916643391,351.24582513049467
2010-05-03,264.309296,304.8358108398189,353.973063820214
2010-05-04,252.23954799999998,307.05627264244174,349.48444783735545
2010-05-05,253.928207,302.0616981992554,347.76252156476187
2010-05-06,248.40391499999998,299.8346407191527,362.9940684823671
2010-05-07,245.649246,314.56189249368686,357.7443821681634
2010-05-10,259.85101299999997,308.80875589788496,356.9449822991637
2010-05-11,253.57453900000002,307.5067593910568,360.7004546523618
2010-05-12,251.751373,310.7604975176017,360.0493431056872
2010-05-13,254.48612999999997,309.608522907811,361.28304663895824
2010-05-14,252.817383,310.34224327866764,357.5123613348296
2010-05-17,253.03656,306.0724634346422,356.5579373797383
2010-05-18,248.25448599999999,304.61984226848585,347.8892270648438
2010-05-19,246.29183999999998,295.45384076201924,347.41655778696554
2010-05-20,236.618103,294.4847949869182,350.9605640495168
2010-05-21,235.143631,297.53334810549615,351.911003463434
2010-05-24,237.689087,297.98926637148253,352.1059507481025
2010-05-25,237.64425699999998,297.6906331307979,360.5615847322788
2010-05-26,236.847244,305.65363582232527,359.14085135500824
2010-05-27,244.31425499999997,303.74122897867807,358.498814666539
2010-05-28,241.908264,302.608485226964,364.95671882923216
2010-06-01,240.28436299999998,308.57665728954544,372.0238771184675
2010-06-02,245.76382400000003,315.1550669847962,369.5682399235459
2010-06-03,251.855988,312.21167322785436,363.9608907485865
2010-06-04,248.428833,306.1175680313714,364.5567512134206
2010-06-07,241.85347000000002,306.227681506257,360.1577660544814
2010-06-08,241.484848,301.3439668624212,367.585853125689
2010-06-09,236.124939,308.2883504095113,369.28179639933165
2010-06-10,242.595688,309.50162455764547,367.58680096694246
2010-06-11,243.337906,307.3250028181428,375.9055810401721
2010-06-14,240.692825,315.1632078042486,378.48218695165696
2010-06-15,248.06518599999998,317.26029823185615,378.82842015588307
2010-06-16,249.69906600000002,317.1280839202245,379.73876223004527
2010-06-17,249.10629300000002,317.5610547926917,374.9566728749031
2010-06-18,249.081375,312.3026788773849,374.7336809156306
2010-06-21,243.367798,311.60449330792494,373.5653823026627
2010-06-22,242.217117,309.9621023241283,371.0233751125374
2010-06-23,240.124954,306.9471122727038,370.73402254873224
2010-06-24,236.662933,306.1858946079456,371.34738394249734
2010-06-25,235.457443,306.3285168924218,363.37896775368324
2010-06-28,235.158569,297.890495797659,359.6457035715642
2010-06-29,226.28184500000003,293.6887691048221,357.82627711565715
2010-06-30,221.64422599999997,291.40203070539064,357.2581272365354
2010-07-01,218.924423,290.36772760182964,357.91138191663856
2010-07-02,217.4599,290.5559959082575,365.83827827107643
2010-07-06,217.22081,298.0190808511081,369.89062754842934
2010-07-07,224.259415,301.6088017697894,376.2153181315432
2010-07-08,227.42755099999997,307.47205511733773,381.24573653831936
2010-07-09,232.872131,312.04223546106647,388.7776024225004
2010-07-12,237.026566,319.1150704832117,390.71126757445063
2010-07-13,243.6866,320.59091998157237,392.90971592193137
2010-07-14,244.75260899999998,322.33277587014624,376.6282015308718
2010-07-15,246.08760099999998,305.5959001797614,380.7559216061348
2010-07-16,228.946854,309.26949805870265,389.2828594922776
2010-07-19,232.219589,317.3435607733343,388.0919096743076
2010-07-20,239.89581299999998,315.70099070871714,392.5753687784327
2010-07-21,237.858444,319.73409236922157,396.0283165728073
2010-07-22,241.499802,322.73795337913583,396.31875896827285
2010-07-23,244.11498999999998,322.58058748326937,398.97093301909297
2010-07-26,243.57203700000002,324.78623954755153,395.6709879236839
2010-07-27,245.39520299999998,321.04106655962596,396.8099550253397
2010-07-28,241.27066000000002,321.7361076294393,397.5559328129519
2010-07-29,241.589462,322.03946898982593,401.13677192172435
2010-07-30,241.51972999999998,325.1790089970876,401.6545941338827
2010-08-02,244.28933700000002,325.2568571315679,410.6710073793786
2010-08-03,244.000427,333.8346289982225,412.3553617365883
2010-08-04,252.21462999999997,335.081682327184,409.22316943300655
2010-08-05,253.10131800000002,331.5135369743218,412.56710284593476
2010-08-06,249.176025,334.4228729217977,412.53406750316356
2010-08-09,251.731445,333.9566032786156,407.3506960836507
2010-08-10,250.914505,328.3413682811672,408.2598094181928
2010-08-11,244.95185899999998,328.8199962937718,406.210333490092
2010-08-12,245.086349,326.3414208092117,406.5970054358172
2010-08-13,242.26692200000002,326.3003864492622,409.8133445456596
2010-08-16,241.88833599999998,329.09041996521705,406.39978226438313
2010-08-17,244.344131,325.25196023840806,400.08731519186847
2010-08-18,240.174759,318.5160112807201,397.869712083753
2010-08-19,233.11123700000002,315.8763492351009,399.6323608520634
2010-08-20,230.147354,317.2183693760659,394.0527155658443
2010-08-23,231.168518,311.21953311019723,396.39351345178005
2010-08-24,224.85220299999997,313.1425849766386,395.30729189481156
2010-08-25,226.46116600000002,311.64006964758374,399.93973843874727
2010-08-26,224.647964,315.8576819287608,397.5984187868685
2010-08-27,228.558304,313.10299475991076,396.980702802529
2010-08-30,225.499771,312.0733852152606,402.82382950974863
2010-08-31,224.169754,317.5060995039917,404.94592709380186
2010-09-01,229.305511,319.2192729707025,409.1900849017998
2010-09-02,230.725189,323.05600209586584,406.943553443267
2010-09-03,234.271896,320.4035444962813,410.709472390712
2010-09-07,231.33290099999996,323.7650469255219,414.18145658019216
2010-09-08,234.41136200000003,326.8341312743753,414.83892101187354
2010-09-09,237.20091200000002,327.09021957128033,418.56481285058317
2010-09-10,237.180984,330.4162659827572,418.31550342635666
2010-09-13,240.23454300000003,329.7686488138326,419.08227823498015
2010-09-14,239.31797799999998,330.1386605084602,419.9485399385252
2010-09-15,239.42259199999998,330.60971064993396,425.12849036587875
2010-09-16,239.63180499999999,335.39600796129787,434.80640651326644
2010-09-17,244.15983599999998,344.6818363057487,438.0283385447707
2010-09-20,253.190979,347.5132526870341,439.9300277928421
2010-09-21,255.77130099999997,349.0260052498452,439.3059667588049
2010-09-22,257.03656,348.0145932802028,446.8112151133569
2010-09-23,255.781265,355.13408320583926,448.9861766970631
2010-09-24,262.660492,356.924885596574,447.98777152084295
2010-09-27,264.214661,355.5439271646833,448.8570917664519
2010-09-28,262.600708,356.03230676526545,448.5156617869566
2010-09-29,262.85974100000004,355.31155539659903,449.03069410720457
2010-09-30,261.9133,355.44889220049674,447.9962004242869
2010-10-01,261.82861299999996,354.03833546265304,456.4956296079953
2010-10-04,260.199707,362.16334061298573,455.1466437012727
2010-10-05,268.110046,360.4415762259726,453.56314892065865
2010-10-06,266.177307,358.4869550209824,457.2943256567268
2010-10-07,264.015411,361.84866386259944,459.1023364745179
2010-10-08,267.17355299999997,363.28887176094315,460.9348281139652
2010-10-11,268.41391,364.7552318719814,462.44312449031463
2010-10-12,269.684143,365.8990744978386,461.81397769453855
2010-10-13,270.63559,364.9071580870981,492.5069699937424
2010-10-14,269.455017,395.2390712350978,501.1471488315662
2010-10-15,299.60202000000004,403.5198676842215,496.7606848285795
2010-10-18,307.70166,398.7757243241836,497.3649897826689
2010-10-19,302.780121,399.02405919230785,499.88659466942124
2010-10-20,302.854828,401.19140947380106,500.6742126424988
2010-10-21,304.852325,401.62649450202025,503.1648710340087
2010-10-22,305.121338,403.76634775873447,504.71851435486644
2010-10-25,307.098907,404.9709198743807,504.15953029515225
2010-10-26,308.144989,404.0646046283136,505.7070547244618
2010-10-27,307.083984,405.26654394905,503.76705069224965
2010-10-28,308.13504,402.9827069145068,504.89996142816767
2010-10-29,305.70413199999996,403.773542752234,505.67859034239547
2010-11-01,306.351715,404.2118608396404,508.43416402596574
2010-11-02,306.650604,406.62889370421533,510.9400782510821
2010-11-03,308.93203700000004,408.7980430237425,511.8064599714313
2010-11-04,310.969421,409.3294416265093,513.105594322489
2010-11-05,311.372894,410.2953804915102,512.5858536218179
2010-11-08,312.214752,409.44423774864293,512.0654633693614
2010-11-09,311.243378,408.5942446789003,509.6713982477283
2010-11-10,310.277008,405.87238171455516,503.18199812247383
2010-11-11,307.442627,399.0569944393398,499.7155400423718
2010-11-12,300.51858500000003,395.26636558861924,494.2857462396813
2010-11-15,296.623169,389.5142230495584,494.6186211304074
2010-11-16,290.770111,389.5265768612841,501.51118231455354
2010-11-17,290.685425,396.1004502150398,499.0630295763697
2010-11-18,297.166138,393.33544845433556,499.6576698845921
2010-11-19,294.31185899999997,393.6150840750915,495.962664392678
2010-11-22,294.506104,389.6069237257752,502.3092434390319
2010-11-23,290.416443,395.64220320753327,500.2166855472274
2010-11-24,296.374115,393.2402064743169,496.6638034262214
2010-11-26,293.89840699999996,389.37975163300183,483.884687970561
2010-11-29,289.96814,376.294934943501,488.55438226058567
2010-11-30,276.817413,380.6608048188731,492.635492562621
2010-12-01,281.121277,384.43997282542324,493.5775363291673
2010-12-02,284.842346,385.0819616827992,496.5959601990804
2010-12-03,285.43014500000004,387.80222326408034,501.3121859977472
2010-12-06,288.100128,392.22218459586156,503.3426627372529
2010-12-07,292.473724,393.95829985833046,504.15185961654333
2010-12-08,294.167389,394.4750433853387,504.8306840215796
2010-12-09,294.645599,394.86332766446776,506.35050152548655
2010-12-10,294.99926800000003,396.09452333708794,506.8084448886944
2010-12-13,296.199768,396.2657681984118,504.81968205907407
2010-12-14,296.34423799999996,393.99223519754173,505.82381117206535
2010-12-15,294.047852,394.7135274375106,505.666408550799
2010-12-16,294.750214,394.27522617531747,508.07848570621195
2010-12-17,294.296906,396.4083478219566,512.3527033371557
2010-12-20,296.418945,400.4055579424405,513.8364653304988
2010-12-21,300.408997,401.61426525581714,513.4812157612213
2010-12-22,301.614471,400.98591863518084,512.8261948925042
2010-12-23,300.98681600000003,400.0597631076771,511.3632801758115
2010-12-27,300.065277,398.32768085450226,512.6541432509648
2010-12-28,298.34173599999997,399.35134821089537,511.836962946213
2010-12-29,299.377869,398.2689486661258,509.6440062782937
2010-12-30,298.31185899999997,395.81275386347374,515.0516464524891
2010-12-31,295.875977,400.9591416002048,514.1719118626744
2011-01-03,301.0466,399.8201448275391,517.8591390913606
2011-01-04,299.93576,403.25010465061365,520.2851369097293
2011-01-05,303.397797,405.420834328439,521.962995277662
2011-01-06,305.604523,406.8454282738501,521.0595813437624
2011-01-07,307.069031,405.6907580534504,522.1577174453714
2011-01-10,305.958191,406.5396503875506,522.7816931085769
2011-01-11,306.854828,406.91639915010126,522.8816700482153
2011-01-12,307.283234,406.77117036861904,526.7963921678676
2011-01-13,307.193573,410.4427122241072,534.6702975598482
2011-01-14,310.924591,418.07546705096985,530.9168355051878
2011-01-18,318.620728,414.08288833692075,528.6020444736082
2011-01-19,314.69543500000003,411.53101872288505,521.3198881234921
2011-01-20,312.214752,404.0138260028963,521.1003023018453
2011-01-21,304.772644,403.56125012398604,525.6468680442531
2011-01-24,304.399048,407.876876186069,524.0903535748286
2011-01-25,308.797546,406.09147644182065,524.3710053061559
2011-01-26,307.098907,406.14530129655,516.630727839226
2011-01-27,307.243378,398.1802593080657,516.4412079633665
2011-01-28,299.372864,397.7680411865366,521.8796236561635
2011-01-31,299.059052,402.98582879434593,522.4702370833788
2011-02-01,304.37912,403.3578881459399,521.6551265988586
2011-02-02,304.85733,402.32630140767003,522.1690957444371
2011-02-03,303.93576,402.62587589762944,523.9125032498325
2011-02-04,304.34921299999996,404.1569740854839,526.0384880325373
2011-02-07,305.99804700000004,406.07273859229565,525.1846861977008
2011-02-08,308.0354,405.0108091903428,525.2315620380061
2011-02-09,307.098907,404.8516538029313,529.317329033541
2011-02-10,307.069031,408.73348950420245,531.2003838516599
2011-02-11,311.083984,410.414716518933,529.2668033468423
2011-02-14,312.902161,408.2814152223306,529.354666560542
2011-02-15,310.90963700000003,408.17166813982266,529.9198137210324
2011-02-16,310.94448900000003,408.5413189468393,532.3619682432426
2011-02-17,311.462555,410.790094468591,522.4993087285886
2011-02-18,313.863556,400.73617667983956,523.0815319647986
2011-02-22,303.965668,401.12926570466396,521.8595879257292
2011-02-23,304.51858500000003,399.7203148162195,522.4847857711778
2011-02-24,303.273254,400.16063643649215,524.1700808466876
2011-02-25,303.880981,401.6631891360461,517.8793126833449
2011-02-28,305.55471800000004,395.19181563376594,517.8940089975722
2011-03-01,299.25830099999996,395.0280467965932,522.256472690913
2011-03-02,299.273254,399.2141886392563,517.791108849811
2011-03-03,303.64187599999997,394.57464932399597,513.3099027453823
2011-03-04,299.18856800000003,389.9214171602832,513.6098258331817
2011-03-07,294.725311,390.0514666045335,513.3111217529627
2011-03-08,295.049072,389.58504425981295,507.5619283284304
2011-03-09,294.78009,383.6702908755409,505.7321525669884
2011-03-10,289.066498,381.67711634718506,502.3373656594796
2011-03-11,287.278198,378.12109471595215,502.0699539799199
2011-03-14,283.93075600000003,377.69461516847184,495.8041610852261
2011-03-15,283.716553,371.27192403647575,497.8612807149374
2011-03-16,277.50982700000003,373.17431779647006,497.64107079093037
2011-03-17,279.631866,372.8015570694035,505.2556574171277
2011-03-18,279.48242200000004,380.26577062032806,505.5816638792004
2011-03-21,287.173615,380.4435843580558,507.9043756442642
2011-03-22,287.582062,382.6202863348086,510.1664573605691
