date,price_1,price_2,price_3,delta,classifier
2010-02-02,99.48045961847521,100.27609835809305,100.65438342420677,0.35053292361820354,1.0
2010-02-03,99.60999856194802,99.54510280481341,100.7530009307584,0.12953894347280936,1.0
2010-02-04,100.16350964476162,99.07486118813135,101.27841862981757,0.5535110828135998,1.0
2010-02-05,99.28318103221515,98.94508087146015,100.90037559483255,-0.8803286125464638,0.0
2010-02-06,99.23585237465471,98.38033408624523,100.65081856463743,-0.04732865756044191,0.0
2010-02-07,97.86482073582144,98.34236872179629,100.495691960936,-1.3710316388332728,0.0
2010-02-08,97.72381222517859,98.0952125164722,99.83482176643707,-0.14100851064284825,0.0
2010-02-09,97.56589222255148,98.42970559570044,99.55237320265222,-0.15792000262710815,0.0
2010-02-10,97.92477269309782,98.57243511629835,99.3376613351502,0.35888047054633887,1.0
2010-02-11,97.77357967546726,98.35670633702185,99.19688317125434,-0.15119301763056114,0.0
2010-02-12,97.18149299799269,99.39167329633749,98.5673996628246,-0.592086677474569,0.0
2010-02-13,96.88463268549637,99.81225154207961,98.32477146001928,-0.29686031249632094,0.0
2010-02-14,96.96806926173677,99.98144326157724,98.04349966219208,0.0834365762404019,1.0
2010-02-15,96.30048779359886,99.83185079717695,96.99055468228231,-0.6675814681379109,0.0
2010-02-16,96.7444332314582,99.30265808483792,97.19284585156313,0.44394543785934104,1.0
2010-02-17,96.44041750789144,98.67531928942249,97.33933324597048,-0.30401572356676354,0.0
2010-02-18,96.23647910574086,99.36616625743756,97.791530558138,-0.2039384021505839,0.0
2010-02-19,96.61348136398851,98.36737765312893,97.92047576799341,0.3770022582476571,1.0
2010-02-20,96.27066820552228,96.95940781245173,97.46116363471431,-0.3428131584662282,0.0
2010-02-21,95.71104178369256,97.52502108121205,97.47675626673728,-0.5596264218297193,0.0
2010-02-22,95.6805725317382,97.45868319981814,97.8594917422184,-0.0304692519543579,0.0
2010-02-23,95.6996722574922,97.40347320257072,98.80492799197478,0.019099725753989105,1.0
2010-02-24,95.70437988019752,98.18839537675116,98.62953765808159,0.004707622705325321,1.0
2010-02-25,95.51293582751845,98.47459215819092,98.61251175341543,-0.19144405267907416,0.0
2010-02-26,96.16118349322376,98.32143282541747,97.96443248486351,0.6482476657053127,1.0
2010-02-27,96.00356815638321,97.88354560160252,98.65516855246945,-0.15761533684054996,0.0
2010-02-28,96.12873115133408,97.78262443241141,98.21198383865351,0.1251629949508697,1.0
2010-03-01,96.58758770393942,98.3593671734794,98.819261491794,0.4588565526053401,1.0
2010-03-02,96.38944543873244,98.76350762776234,98.57721096077991,-0.19814226520698242,0.0
2010-03-03,96.21668548577105,97.83863976072935,98.81939832673952,-0.17275995296138547,0.0
2010-03-04,95.88274369743046,97.77689543424721,99.32266731758587,-0.33394178834059574,0.0
2010-03-05,95.6572724791184,98.01749558385359,99.76306873389264,-0.22547121831205175,0.0
2010-03-06,94.83452892871516,97.55860475948316,99.99655306750928,-0.8227435504032456,0.0
2010-03-07,94.46200680241907,97.66436386540468,100.28379428100901,-0.37252212629609005,0.0
2010-03-08,93.81583743541825,97.41262247865666,99.9084902277964,-0.6461693670008231,0.0
2010-03-09,93.05971671048313,96.5761414941669,99.29068841296032,-0.7561207249351156,0.0
2010-03-10,93.79467407721422,97.086488313966,99.22512769259022,0.7349573667310949,1.0
2010-03-11,93.7043565221289,97.16251851443745,99.74554985826158,-0.09031755508532058,0.0
2010-03-12,93.8112603988234,97.6864092126347,99.44149788476143,0.10690387669450274,1.0
2010-03-13,94.05248229500569,97.57352259113968,98.58259178421793,0.24122189618228163,1.0
2010-03-14,94.27839963024664,97.20707811764916,98.83399299839516,0.22591733524095048,1.0
2010-03-15,94.0838456439134,96.8110698781548,99.3917521372712,-0.19455398633323284,0.0
2010-03-16,94.48198594422928,96.61387677489219,99.49780029696969,0.3981403003158732,1.0
