,0
2010-02-01,100.36316601469886
2010-02-02,100.27609835809305
2010-02-03,99.54510280481341
2010-02-04,99.07486118813135
2010-02-05,98.94508087146015
2010-02-06,98.38033408624524
2010-02-07,98.34236872179628
2010-02-08,98.0952125164722
2010-02-09,98.42970559570044
2010-02-10,98.57243511629838
2010-02-11,98.35670633702185
2010-02-12,99.39167329633747
2010-02-13,99.81225154207961
2010-02-14,99.98144326157723
2010-02-15,99.83185079717697
2010-02-16,99.30265808483793
2010-02-17,98.6753192894225
2010-02-18,99.36616625743756
2010-02-19,98.3673776531289
2010-02-20,96.95940781245173
2010-02-21,97.52502108121205
2010-02-22,97.45868319981814
2010-02-23,97.4034732025707
2010-02-24,98.18839537675117
2010-02-25,98.47459215819093
2010-02-26,98.32143282541747
2010-02-27,97.88354560160253
2010-02-28,97.78262443241141
2010-03-01,98.35936717347941
2010-03-02,98.76350762776234
2010-03-03,97.83863976072934
2010-03-04,97.7768954342472
2010-03-05,98.0174955838536
2010-03-06,97.55860475948317
2010-03-07,97.66436386540468
2010-03-08,97.41262247865666
2010-03-09,96.5761414941669
2010-03-10,97.08648831396599
2010-03-11,97.16251851443744
2010-03-12,97.6864092126347
2010-03-13,97.57352259113968
2010-03-14,97.20707811764917
2010-03-15,96.81106987815481
2010-03-16,96.61387677489219
2010-03-17,96.6631171245338
2010-03-18,96.47739512106142
2010-03-19,96.09912736924882
2010-03-20,96.8509182397102
2010-03-21,97.32205041295083
2010-03-22,96.61127716748774
2010-03-23,96.98231843336798
2010-03-24,97.0018336848544
2010-03-25,96.98172873949399
2010-03-26,96.07626854916414
2010-03-27,96.51643727718469
2010-03-28,96.1419706778006
2010-03-29,96.08693077050427
2010-03-30,95.94120665742567
2010-03-31,96.35791146481372
2010-04-01,96.37467501203139
2010-04-02,96.58316310930775
2010-04-03,96.82936182521219
2010-04-04,96.63616691542745
2010-04-05,96.69463086907608
2010-04-06,97.65406716007024
2010-04-07,97.70109942124785
2010-04-08,97.0102690746003
2010-04-09,96.30686093086747
2010-04-10,96.43751899787503
2010-04-11,97.26580825385338
2010-04-12,97.01611002255511
2010-04-13,96.75820662510655
2010-04-14,96.94179712026036
2010-04-15,96.90710054002658
2010-04-16,97.04301804566592
2010-04-17,97.3743799754574
2010-04-18,96.98106489469329
2010-04-19,97.38700379939928
2010-04-20,97.86201671980675
2010-04-21,98.63222870082949
2010-04-22,98.31686898314325
2010-04-23,98.42989599910818
2010-04-24,98.57329000639696
2010-04-25,98.37241903116845
2010-04-26,97.23015045737199
2010-04-27,98.54171636535169
2010-04-28,98.49629747590775
2010-04-29,98.42403684009334
2010-04-30,98.61916456657124
2010-05-01,98.46620102434535
2010-05-02,98.16550269211271
2010-05-03,98.66419380395467
2010-05-04,98.89823512658306
2010-05-05,99.46095148580453
2010-05-06,99.46486436842363
2010-05-07,100.26441720423233
2010-05-08,100.61173999006631
2010-05-09,100.5042817431781
2010-05-10,100.64866194695507
2010-05-11,101.35813701010056
2010-05-12,102.4612869610819
2010-05-13,101.73606437364424
2010-05-14,102.51383860081738
2010-05-15,103.76712800543531
2010-05-16,103.36229384641551
2010-05-17,103.94074836585692
2010-05-18,104.38112884013823
2010-05-19,105.10077072872176
2010-05-20,104.10173704591648
2010-05-21,103.48753080088511
2010-05-22,104.30769540282708
2010-05-23,104.15911766312249
2010-05-24,104.81643548698895
2010-05-25,104.50670849056208
2010-05-26,104.74362164537551
2010-05-27,103.72931936910004
2010-05-28,103.62545156059808
2010-05-29,103.00955748478702
2010-05-30,103.30152470742675
2010-05-31,103.91520394904694
2010-06-01,104.64192842326507
2010-06-02,104.76862671310579
2010-06-03,104.27494902001486
2010-06-04,104.97478327738239
2010-06-05,105.22087496822863
2010-06-06,104.70478634028304
2010-06-07,104.70272733292536
2010-06-08,105.3122046958781
2010-06-09,105.53679559426506
2010-06-10,105.36639337673054
2010-06-11,104.56901078102176
2010-06-12,104.35692578985991
2010-06-13,104.23661863489858
2010-06-14,103.57705831220186
2010-06-15,103.85728822272308
2010-06-16,104.59259759087615
2010-06-17,104.4062083380501
2010-06-18,104.88839339591505
2010-06-19,104.98304956731126
2010-06-20,105.58716836608264
2010-06-21,105.31475670646233
2010-06-22,105.38818416482701
2010-06-23,105.30457848647907
2010-06-24,105.43868121981741
2010-06-25,104.67529679086158
2010-06-26,104.57918089032134
2010-06-27,104.12146951572845
2010-06-28,103.84110106374153
2010-06-29,105.0237470507381
2010-06-30,105.32777209480251
2010-07-01,105.56957389644582
2010-07-02,105.04207128648015
2010-07-03,104.94459306619008
2010-07-04,104.76683384651358
2010-07-05,104.8391226045915
2010-07-06,103.81238237553161
2010-07-07,103.67814861500267
2010-07-08,103.61519820480001
2010-07-09,103.91392044750908
2010-07-10,104.34212871795052
2010-07-11,103.56174102768708
2010-07-12,103.72577043212088
2010-07-13,103.16294616696302
2010-07-14,102.87074490744901
2010-07-15,102.15438067047815
2010-07-16,101.97612233626639
2010-07-17,102.89466875971038
2010-07-18,103.06245967604748
2010-07-19,103.95690092943082
2010-07-20,104.38382107202703
2010-07-21,103.71499471106694
2010-07-22,103.19380324070258
2010-07-23,103.75797080126263
2010-07-24,104.06016836679414
2010-07-25,104.73675667017157
2010-07-26,105.71505381676236
2010-07-27,105.25865856591304
2010-07-28,105.17437781201701
2010-07-29,104.59967246469206
2010-07-30,104.6873803963963
2010-07-31,105.93248163079274
2010-08-01,106.77300045613765
2010-08-02,107.07983900807152
2010-08-03,106.33869177032732
2010-08-04,105.8753133430814
2010-08-05,105.45468235515149
2010-08-06,105.53601785262788
2010-08-07,106.05372620294584
2010-08-08,106.10639546733434
2010-08-09,106.63727009674292
2010-08-10,104.99776233444527
2010-08-11,104.68993666051303
2010-08-12,103.82567536483865
2010-08-13,104.08225311904857
2010-08-14,103.79184189142907
2010-08-15,103.92283675903502
2010-08-16,103.70773412830216
2010-08-17,103.96686639203172
2010-08-18,103.73279230345862
2010-08-19,103.16674472644434
2010-08-20,102.87143003818335
2010-08-21,102.57316962061036
2010-08-22,102.90068654145395
2010-08-23,104.02936313371912
2010-08-24,105.39150618181247
2010-08-25,105.36506688431426
2010-08-26,105.68247795062584
2010-08-27,106.57328205271428
2010-08-28,107.3162877389105
2010-08-29,106.36446673392399
2010-08-30,106.34431965902257
2010-08-31,106.61857931641417
2010-09-01,105.32827271853435
2010-09-02,103.82751701929227
2010-09-03,104.32225233654395
2010-09-04,104.14231791077128
2010-09-05,104.4147094170979
2010-09-06,103.68821425081937
2010-09-07,103.66142676559298
2010-09-08,102.76357531852267
2010-09-09,102.41100192599274
2010-09-10,102.47566472499945
2010-09-11,102.32627964690506
2010-09-12,102.12337321186145
2010-09-13,101.73368456782403
2010-09-14,102.29630722227002
2010-09-15,102.49804520152277
2010-09-16,102.6983656846278
2010-09-17,102.60308816215054
2010-09-18,102.65618840327797
2010-09-19,102.93044512111425
2010-09-20,102.60475616596565
2010-09-21,103.21552445182806
2010-09-22,104.11362740690893
2010-09-23,104.45083657556881
2010-09-24,105.60749489360236
2010-09-25,105.78941455238622
2010-09-26,105.36162877720416
2010-09-27,105.59649139886898
2010-09-28,105.9448129676598
2010-09-29,105.43843855657336
2010-09-30,104.43842783533199
2010-10-01,104.38031004784646
2010-10-02,105.01578717843354
2010-10-03,104.3735979164743
2010-10-04,104.70746825437578
2010-10-05,104.24954015871614
